Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
32615,664.789,218.146746288941,191.00227698353,1.14211594612431,0.48309517204947,33016,203.78102892943,0.808562857922007,0.987854373637024,0.927383996993245,0.934146543077554,0.00668854043504342,0.00314174667092942,0.872629763943744,0.996644368462838,SEKER
32622,657.009,235.270869763519,177.158189532593,1.32802706092361,0.658024287867092,32902,203.802896025426,0.779311992355471,0.991489879034709,0.94968113253043,0.866247896436466,0.00721203083083559,0.00250499065095953,0.750385418080603,0.99653214133352,SEKER
32698,653.049,225.014190639487,185.143724263941,1.21534873263491,0.568317851857586,32994,204.040159365137,0.767684830840749,0.991028671879736,0.963472927514416,0.906787962062559,0.00688158880174589,0.002870063235328,0.822264408141568,0.999338006325646,SEKER
32705,654.454,223.875867501602,186.149929796842,1.20266425964239,0.555543832848451,33021,204.061998692955,0.779469946136613,0.990430332212834,0.959545923206473,0.911496182997459,0.00684531012082561,0.00291468957964839,0.830825291618938,0.999203884237062,SEKER
32713,660.043,215.416320785902,193.486462096994,1.11334053272376,0.439591560128493,33020,204.086955063084,0.799516081728419,0.990702604482132,0.943595320689673,0.947407115294304,0.00658503716522185,0.00327253696973076,0.897580242110275,0.999312464913372,SEKER
32729,656.679,214.265720692008,194.793825044591,1.09996156522395,0.416528465712701,33066,204.13685865036,0.769153036285016,0.989808262263352,0.953753937226312,0.952727566458439,0.00654666261395117,0.00332716736971274,0.90768981588982,0.998423910624001,SEKER
32774,660.614,222.870051301159,187.479247653151,1.18877184590309,0.540717402508646,33120,204.277147128968,0.790153816481026,0.989553140096618,0.943721321119155,0.916575133968688,0.00680020904684077,0.00296056302098385,0.840109976209718,0.998699087180431,SEKER
32775,649.807,220.02509946298,189.809403781021,1.15918966647626,0.505764487610189,33062,204.280263556456,0.772630834512023,0.991319339422902,0.975402340828814,0.928440728148955,0.00671319906828315,0.00307698955771222,0.862002185685762,0.999224026126888,SEKER
32795,651.03,225.210252085729,185.600231202765,1.2134157949388,0.566415511021873,33091,204.342582125189,0.775992617481425,0.991054969629204,0.972334053139782,0.907341385361995,0.00686721305338401,0.00287106592696996,0.823268389590625,0.998966867403093,SEKER
32796,654.824,223.145368688528,187.419262114213,1.19062131699432,0.542744878080534,33111,204.345697554743,0.800820452714087,0.990486545256863,0.961128742472966,0.915751461729746,0.0068040422212626,0.00295159825464349,0.838600739660167,0.998455917086599,SEKER
32799,653.729,219.905549413948,190.112339602128,1.15671370871649,0.502601593364647,33087,204.355043558432,0.746177996177996,0.991295675038535,0.964439445502009,0.929285523275979,0.00670464189194633,0.00308426748512245,0.86357158377031,0.998905089405132,SEKER
32829,658.101,221.599499993417,189.002627541416,1.17246782690817,0.52207126255298,33154,204.448480097336,0.789785166117353,0.990197261265609,0.952538233225274,0.922603526196624,0.00675011422807327,0.00301683338571389,0.851197266550445,0.998001409382572,SEKER
32836,669.19,218.406003761023,191.758772774643,1.13896225242167,0.478674896169862,33225,204.470275812705,0.802914710485133,0.98829194883371,0.921427619698948,0.93619347587365,0.00665141928861685,0.00315178460198459,0.876458224268386,0.998252833266218,SEKER
32849,664.105,230.72230757754,181.743685501681,1.26949284064896,0.616038377882255,33245,204.510747407087,0.746568181818182,0.98808843435103,0.935962647337584,0.886393472544288,0.007023723936118,0.00267456645410917,0.785693388169121,0.997432131225923,SEKER
32870,655.512,220.358162919771,190.020659766901,1.15965370918134,0.50635283368871,33198,204.576107684756,0.781242572610163,0.990119886740165,0.961276389025118,0.928379983632551,0.00670392950775086,0.00307193678753494,0.861889394009576,0.999493232667258,SEKER
32885,659.728,227.067403663747,184.559693246439,1.23031957666156,0.582547094512749,33225,204.622780815372,0.785669915902141,0.989766741911211,0.949462631936475,0.901154359955551,0.00690489291968212,0.00280888179712709,0.812079180466898,0.999116913527703,SEKER
32920,671.612,219.093133833251,191.462212480656,1.14431527242164,0.486132629246483,33376,204.731643408345,0.777974713458584,0.98633748801534,0.917134004436038,0.934450294385598,0.00665531998278405,0.00313021035884333,0.873197352677331,0.999213066506813,SEKER
32925,656.646,225.128170216913,186.461528278006,1.20737061578331,0.560364526908099,33252,204.747190482324,0.768683024770621,0.990166005052328,0.959562001189692,0.909469438165153,0.00683760577727905,0.00288560086194828,0.827134658956439,0.998658082519951,SEKER
32934,668.197,221.408730830372,189.601811051501,1.1677564133089,0.516407504501626,33401,204.775172240943,0.776708645818593,0.986018382683153,0.926926508208133,0.924873971649417,0.00672280108187199,0.00303431213397512,0.855391863434566,0.998889334417966,SEKER
32947,668.231,209.693292722529,200.249599312651,1.04715961201567,0.296720861081351,33336,204.815583587747,0.765319396051103,0.988330933525318,0.927198032842191,0.976738840468128,0.00636456407935561,0.00357324058471055,0.954018762479024,0.999009917173207,SEKER
32951,688.26,226.649046227471,185.521575459696,1.22168564850674,0.57444786808749,33524,204.828016244283,0.770801656179092,0.982907767569503,0.874124721476479,0.903723265787372,0.00687836624768508,0.00283013343216938,0.816715741125394,0.997769899842441,SEKER
32988,676.797,224.751709935168,187.177294457018,1.20074237950254,0.553546740934802,33461,204.942982562769,0.766699205131781,0.985864140342488,0.905000876844604,0.911863952545177,0.00681313538059803,0.00290567456750344,0.831495867951313,0.998412327030391,SEKER
33006,669.769,223.527749139746,188.24294120801,1.18744292723702,0.539249994326433,33458,204.998888810473,0.757018348623853,0.986490525434874,0.924597413774908,0.917107113543703,0.00677233682178227,0.00295527949567766,0.841085457712463,0.998740977962579,SEKER
33010,665.85,224.971259206432,186.890091494319,1.20376236860728,0.556677424230566,33374,205.011310350692,0.791587731709072,0.989093306166477,0.935626642704888,0.911277783099284,0.0068152456590861,0.00289910808350292,0.830427197970345,0.999637010784689,SEKER
33013,652.684,223.781853880398,188.029142329705,1.19014452285274,0.54222382295702,33289,205.020626011975,0.789784688995215,0.991708972934002,0.973842946411521,0.916162872265549,0.00677859794264071,0.00294584837625757,0.83935440851786,0.998953052029837,SEKER
33019,655.703,224.450211414497,187.502627162863,1.19705102168804,0.549663318002298,33340,205.039256064809,0.764328703703704,0.990371925614877,0.965071385531109,0.913517767582578,0.00679760778383649,0.00292014125430404,0.834514711689057,0.998956688241087,SEKER
33051,663.071,218.951371381023,192.47394174679,1.13756371067137,0.476689675487118,33423,205.138587771881,0.777926846490609,0.988869939861772,0.944657550199048,0.936913920556798,0.0066246519433912,0.00314877475648553,0.87780769453311,0.998562178248962,SEKER
33058,655.511,224.44587881024,187.878161189724,1.1946352752707,0.547087283438198,33320,205.16031017196,0.799274661508704,0.992136854741897,0.966777360039696,0.91407474826221,0.00678945728145199,0.00292375965485616,0.835532645410622,0.998156771847777,SEKER
33062,667.966,222.039143557775,189.781341162754,1.16997351898444,0.519088990364949,33439,205.172721939428,0.778662270372115,0.988725739406083,0.931172778173704,0.924038521550332,0.00671584125454525,0.00302023329562523,0.853847189308923,0.998978600750738,SEKER
33078,659.456,235.560077511721,178.931232760117,1.31648384621328,0.650391530940832,33333,205.222361502712,0.787721470756335,0.992349923499235,0.955822960677117,0.87121028176984,0.00712135188075824,0.00253066219440679,0.759007355061484,0.999220922095507,SEKER
33078,652.214,221.386902518904,190.354812125572,1.16302235833608,0.510582618449458,33327,205.222361502712,0.77241733607323,0.992528580430282,0.977167182774258,0.926985106922432,0.00669287449419262,0.00304848084787033,0.859301388455993,0.999386727323554,SEKER
33089,663.915,217.335822126728,194.207048851102,1.11909337695234,0.448903019458828,33466,205.256481738682,0.774410222804718,0.988734835355286,0.943340639820542,0.944420849403268,0.00656821971430771,0.00322321814617302,0.891930740787591,0.998153784715584,SEKER
33090,653.809,228.406675036144,184.688554788127,1.23671266634887,0.588365282366854,33352,205.259583297069,0.769355963729365,0.992144399136484,0.972758069244267,0.898658426968423,0.00690258915189315,0.00277696490977925,0.80758696836136,0.998753032950781,SEKER
33143,648.385,222.526309539847,189.737379264391,1.17281218072358,0.522480156774231,33377,205.423898880236,0.769979555803364,0.992989184168739,0.990685399616032,0.923144320799745,0.00671412695108612,0.00300779144937524,0.852195437024823,0.999465188899767,SEKER
33159,653.801,222.44402868829,189.980420019631,1.17087870773896,0.520175444011767,33415,205.473477762638,0.788111422731378,0.992338770013467,0.974810341281187,0.923708669431479,0.00670840582310353,0.00301258402471866,0.853237705982873,0.99903786257538,SEKER
33168,680.621,234.31554800769,180.582753928228,1.29755219095184,0.63722005194865,33542,205.501360627554,0.761240274494503,0.988849800250432,0.899742964189992,0.877028273944543,0.00706450639193468,0.002578196195846,0.769178593298145,0.998049368967265,SEKER
33171,654.338,222.253649008938,190.361453229385,1.16753494595948,0.516138042666578,33429,205.510654075184,0.790237278444826,0.992282150228843,0.973563187362105,0.924667176406717,0.00670023963730181,0.00302142531890551,0.85500938712397,0.998253338590635,SEKER
33194,664.658,232.308544254803,182.085601664036,1.27582050492621,0.621001572333122,33520,205.581889883178,0.7736988089411,0.99027446300716,0.944219534016819,0.884951909722653,0.00699851009986152,0.0026476711280204,0.783139882521771,0.999145920346777,SEKER
33236,660.788,210.858002487167,200.927367309907,1.04942400485417,0.303273094043191,33611,205.711909010679,0.768284789644013,0.988842938323763,0.956520581600019,0.975594507129028,0.00634426532937679,0.00354518159721961,0.95178464234033,0.998825651123482,SEKER
33248,660.068,230.96983467744,183.429248655006,1.25917669276315,0.607696024139773,33511,205.749042241646,0.787661983843074,0.992151830742144,0.958954568388314,0.890804821023422,0.00694687905069297,0.00269835903743175,0.79353322915857,0.999198547089552,SEKER
33251,658.962,217.452162976616,194.983482547544,1.11523376306295,0.442693502941374,33565,205.758324502288,0.757943925233645,0.99064501713094,0.962263101295507,0.94622339776135,0.00653971799274054,0.00323380266942387,0.895338718471033,0.998511968216407,SEKER
33276,704.493,234.788138398934,180.705496041287,1.29928609556673,0.638461899955089,33857,205.835660395878,0.759656652360515,0.982839590040464,0.842534348413973,0.876686794313852,0.00705578009372923,0.00257100344448637,0.768579735324297,0.998604963441218,SEKER
33316,670.587,229.218082946795,185.279361525868,1.23714849327561,0.588756561495935,33699,205.95933742464,0.782616866337797,0.988634677586872,0.931005952172734,0.898530058260921,0.00688012015088229,0.00276634426069941,0.807356265598374,0.998819587521652,SEKER
33319,668.601,225.017237808188,188.836510273636,1.19159815801576,0.54380889242355,33732,205.968610208038,0.79603879969419,0.987756433060595,0.936629385098983,0.915345918447426,0.00675342110532092,0.00292445262832313,0.837858150418362,0.998390228717008,SEKER
33325,674.433,223.825484177477,189.735706376687,1.17966980729031,0.530484184982245,33701,205.987154522556,0.798969072164949,0.988843061036764,0.920666620585032,0.920302508356125,0.00671644363623336,0.00297195042159907,0.846956706886575,0.99912925519612,SEKER
33330,653.776,224.360166693822,189.431387512528,1.18438749586303,0.53584201133043,33580,206.002606842785,0.790184921763869,0.992555092316855,0.979912348116995,0.918178168069874,0.00673147814862952,0.00295119598678292,0.843051148320149,0.99849923844335,SEKER
33333,679.262,220.531291441488,192.716705596529,1.14432887776316,0.48615130600508,33834,206.011877678587,0.77224075618571,0.985192410001773,0.907840654729255,0.93416166173972,0.00661600490329369,0.00310787641089705,0.872658010264314,0.998607761556791,SEKER
33338,659.103,232.26379452556,182.918509157086,1.26976649654463,0.616255392693031,33639,206.027328144547,0.776747437092265,0.991052052676952,0.964368085376664,0.887040223231496,0.00696693846438179,0.00266069437568774,0.786840357630582,0.99910352424851,SEKER
33344,661.508,225.318056087632,188.668525973394,1.19425354560414,0.54667767952588,33692,206.045867174397,0.76335248735148,0.989671138549211,0.957540958506441,0.914466735387866,0.00675737932124617,0.00291494060557489,0.836249410130941,0.998693823058246,SEKER
33382,659.434,222.870104411361,190.920248987046,1.16734660463638,0.51590865413751,33730,206.163242316251,0.781688326893806,0.989682774977765,0.964671717961635,0.925037670982224,0.00667635565308734,0.00301548313031485,0.855694692736218,0.998892294170996,SEKER
